+------------+-------------+
| ps_partkey | value       |
         - TotalCpuTime: 26.56ms
         - TotalNetworkReceiveTime: 0ns
         - TotalNetworkSendTime: 958.118us
         - TotalStorageWaitTime: 13.971ms
        BlockMgr:
           - BlockWritesOutstanding: 0 (0)
           - BlocksCreated: 0 (0)
           - BlocksRecycled: 0 (0)
           - BufferedPins: 0 (0)
           - BytesWritten: 0
           - MaxBlockSize: 8.00 MB (8388608)
           - MemoryLimit: 7.54 GB (8090678784)
           - PeakMemoryUsage: 0
           - TotalBufferWaitTime: 0ns
           - TotalEncryptionTime: 0ns
           - TotalIntegrityCheckTime: 0ns
           - TotalReadBlockTime: 0ns
        DataStreamSender (dst_id=18):(Total: 1.357ms, non-child: 1.357ms, % non-child: 100.00%)
           - BytesSent: 111.06 KB (113722)
           - NetworkThroughput(*): 106.97 MB/sec
           - OverallThroughput: 79.90 MB/sec
           - PeakMemoryUsage: 8.00 KB (8192)
           - SerializeBatchTime: 461.883us
           - ThriftTransmitTime(*): 1.13ms
           - UncompressedRowBatchSize: 195.35 KB (200040)
        HDFS_SCAN_NODE (id=1):(Total: 19.662ms, non-child: 19.662ms, % non-child: 100.00%)
          Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/888.89 KB 
          Hdfs Read Thread Concurrency Bucket: 0:0% 1:0% 2:0% 3:0% 
          File Formats: PARQUET/SNAPPY:2 
          ExecOption: Codegen enabled: 0 out of 1
           - AverageHdfsReadThreadConcurrency: 0.00 
           - AverageScannerThreadConcurrency: 0.00 
           - BytesRead: 162.54 KB (166444)
           - BytesReadDataNodeCache: 0
           - BytesReadLocal: 162.54 KB (166444)
           - BytesReadRemoteUnexpected: 0
           - BytesReadShortCircuit: 162.54 KB (166444)
           - DecompressionTime: 13.342us
           - MaxCompressedTextFileLength: 0
           - NumColumns: 2 (2)
           - NumDisksAccessed: 1 (1)
           - NumScannerThreadsStarted: 1 (1)
           - PeakMemoryUsage: 569.63 KB (583304)
           - PerReadThreadRawHdfsThroughput: 1.97 GB/sec
           - RemoteScanRanges: 0 (0)
           - RowsRead: 10.00K (10000)
           - RowsReturned: 10.00K (10000)
           - RowsReturnedRate: 508.58 K/sec
           - ScanRangesComplete: 1 (1)
           - ScannerThreadsInvoluntaryContextSwitches: 0 (0)
           - ScannerThreadsTotalWallClockTime: 19.427ms
             - MaterializeTupleTime(*): 508.683us
             - ScannerThreadsSysTime: 0ns
             - ScannerThreadsUserTime: 0ns
           - ScannerThreadsVoluntaryContextSwitches: 4 (4)
           - TotalRawHdfsReadTime(*): 78.637us
           - TotalReadThroughput: 0.00 /sec
    Fragment F00:
      Instance 5c41375904f5716e:6575b782a90c57a2 (host=40dfc5751fde:22000):(Total: 228.921ms, non-child: 0ns, % non-child: 0.00%)
        Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/41.57 MB 
        MemoryUsage(500.0ms): 0, 12.09 MB
        ThreadUsage(500.0ms): 1, 2
         - AverageThreadTokens: 1.50 
         - PeakMemoryUsage: 13.16 MB (13799456)
         - PerHostPeakMemUsage: 24.27 MB (25443736)
         - PrepareTime: 137.87ms
         - RowsProduced: 1 (1)
         - TotalCpuTime: 656.362ms
         - TotalNetworkReceiveTime: 11.193us
         - TotalNetworkSendTime: 169.171us
         - TotalStorageWaitTime: 9.231ms
        CodeGen:(Total: 477.706ms, non-child: 477.706ms, % non-child: 100.00%)
           - CodegenTime: 591.551us
           - CompileTime: 29.449ms
           - LoadTime: 41.644us
           - ModuleFileSize: 2.41 MB (2525272)
           - OptimizationTime: 316.126ms
           - PrepareTime: 131.241ms
        DataStreamSender (dst_id=16):(Total: 29.15us, non-child: 29.15us, % non-child: 100.00%)
           - BytesSent: 30.00 B (30)
           - NetworkThroughput(*): 242.31 KB/sec
           - OverallThroughput: 1009.71 KB/sec
           - PeakMemoryUsage: 5.33 KB (5456)
           - SerializeBatchTime: 4.751us
           - ThriftTransmitTime(*): 120.904us
           - UncompressedRowBatchSize: 32.00 B (32)
        AGGREGATION_NODE (id=11):(Total: 228.528ms, non-child: 136.227ms, % non-child: 59.61%)
          ExecOption: Codegen Enabled
           - BuildTime: 5.489ms
           - GetResultsTime: 0ns
           - HashBuckets: 0 (0)
           - LargestPartitionPercent: 0 (0)
           - MaxPartitionLevel: 0 (0)
           - NumRepartitions: 0 (0)
           - PartitionsCreated: 0 (0)
           - PeakMemoryUsage: 2.31 MB (2421760)
           - RowsRepartitioned: 0 (0)
           - RowsReturned: 1 (1)
           - RowsReturnedRate: 4.00 /sec
           - SpilledPartitions: 0 (0)
        HASH_JOIN_NODE (id=10):(Total: 92.301ms, non-child: 21.711ms, % non-child: 23.52%)
          ExecOption: Build Side Codegen Enabled, Probe Side Codegen Enabled, Join Build-Side Prepared Asynchronously, Build-Side Filter Pushed Down
           - BuildPartitionTime: 2.478us
           - BuildRows: 1 (1)
           - BuildRowsPartitioned: 1 (1)
           - BuildTime: 2.876us
           - GetNewBlockTime: 27.942us
           - HashBuckets: 2 (2)
           - LargestPartitionPercent: 100 (100)
           - MaxPartitionLevel: 0 (0)
           - NumRepartitions: 0 (0)
           - PartitionsCreated: 16 (16)
           - PeakMemoryUsage: 2.03 MB (2125824)
           - PinTime: 0ns
           - ProbeRows: 800.00K (800000)
           - ProbeRowsPartitioned: 0 (0)
           - ProbeTime: 16.291ms
           - RowsReturned: 31.68K (31680)
           - RowsReturnedRate: 343.22 K/sec
           - SpilledPartitions: 0 (0)
           - UnpinTime: 433ns
          EXCHANGE_NODE (id=15):(Total: 7.287us, non-child: 7.287us, % non-child: 100.00%)
            BytesReceived(500.0ms): 33.00 B
             - BytesReceived: 33.00 B (33)
             - ConvertRowBatchTime: 1.176us
             - DeserializeRowBatchTimer: 6.459us
             - FirstBatchArrivalWaitTime: 0ns
             - PeakMemoryUsage: 0
             - RowsReturned: 1 (1)
             - RowsReturnedRate: 137.23 K/sec
             - SendersBlockedTimer: 0ns
             - SendersBlockedTotalTimer(*): 0ns
        HASH_JOIN_NODE (id=9):(Total: 70.731ms, non-child: 60.732ms, % non-child: 85.86%)
          ExecOption: Build Side Codegen Enabled, Probe Side Codegen Enabled, Join Build-Side Prepared Asynchronously, Build-Side Filter Pushed Down
           - BuildPartitionTime: 315.644us
           - BuildRows: 10.00K (10000)
           - BuildRowsPartitioned: 10.00K (10000)
           - BuildTime: 777.952us
           - GetNewBlockTime: 14.282us
           - HashBuckets: 32.77K (32768)
           - LargestPartitionPercent: 6 (6)
           - MaxPartitionLevel: 0 (0)
           - NumRepartitions: 0 (0)
           - PartitionsCreated: 16 (16)
           - PeakMemoryUsage: 3.27 MB (3432448)
           - PinTime: 0ns
           - ProbeRows: 800.00K (800000)
           - ProbeRowsPartitioned: 0 (0)
           - ProbeTime: 54.446ms
           - RowsReturned: 800.00K (800000)
           - RowsReturnedRate: 11.31 M/sec
           - SpilledPartitions: 0 (0)
           - UnpinTime: 346ns
          EXCHANGE_NODE (id=14):(Total: 206.796us, non-child: 206.796us, % non-child: 100.00%)
            BytesReceived(500.0ms): 111.27 KB
             - BytesReceived: 111.27 KB (113941)
             - ConvertRowBatchTime: 180.940us
             - DeserializeRowBatchTimer: 226.73us
             - FirstBatchArrivalWaitTime: 0ns
             - PeakMemoryUsage: 0
             - RowsReturned: 10.00K (10000)
             - RowsReturnedRate: 48.36 M/sec
             - SendersBlockedTimer: 0ns
             - SendersBlockedTotalTimer(*): 0ns
        HDFS_SCAN_NODE (id=6):(Total: 11.403ms, non-child: 11.403ms, % non-child: 100.00%)
          Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/41.57 MB 
          Hdfs Read Thread Concurrency Bucket: 0:100% 1:0% 2:0% 3:0% 
          File Formats: PARQUET/SNAPPY:3 
          ExecOption: Codegen enabled: 0 out of 1
          BytesRead(500.0ms): 6.45 MB
           - AverageHdfsReadThreadConcurrency: 0.00 
           - AverageScannerThreadConcurrency: 1.00 
           - BytesRead: 6.45 MB (6765324)
           - BytesReadDataNodeCache: 0
           - BytesReadLocal: 6.45 MB (6765324)
           - BytesReadRemoteUnexpected: 0
           - BytesReadShortCircuit: 6.45 MB (6765324)
           - DecompressionTime: 7.422ms
           - MaxCompressedTextFileLength: 0
           - NumColumns: 3 (3)
           - NumDisksAccessed: 1 (1)
           - NumScannerThreadsStarted: 1 (1)
           - PeakMemoryUsage: 9.16 MB (9603736)
           - PerReadThreadRawHdfsThroughput: 2.67 GB/sec
           - RemoteScanRanges: 0 (0)
           - RowsRead: 800.00K (800000)
           - RowsReturned: 800.00K (800000)
           - RowsReturnedRate: 70.15 M/sec
           - ScanRangesComplete: 1 (1)
           - ScannerThreadsInvoluntaryContextSwitches: 8 (8)
           - ScannerThreadsTotalWallClockTime: 88.902ms
             - MaterializeTupleTime(*): 70.777ms
             - ScannerThreadsSysTime: 0ns
             - ScannerThreadsUserTime: 78.0ms
           - ScannerThreadsVoluntaryContextSwitches: 10 (10)
           - TotalRawHdfsReadTime(*): 2.359ms
           - TotalReadThroughput: 12.90 MB/sec
    Fragment F02:
      Instance 5c41375904f5716e:6575b782a90c57a3 (host=40dfc5751fde:22002):(Total: 6.261ms, non-child: 259.17us, % non-child: 4.14%)
        Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/2.17 KB 
         - AverageThreadTokens: 0.00 
         - PeakMemoryUsage: 63.33 KB (64848)
         - PerHostPeakMemUsage: 63.33 KB (64848)
         - PrepareTime: 52.66us
         - RowsProduced: 1 (1)
         - TotalCpuTime: 6.925ms
         - TotalNetworkReceiveTime: 0ns
         - TotalNetworkSendTime: 427.507us
         - TotalStorageWaitTime: 5.291ms
        DataStreamSender (dst_id=15):(Total: 29.438us, non-child: 29.438us, % non-child: 100.00%)
           - BytesSent: 33.00 B (33)
           - NetworkThroughput(*): 301.93 KB/sec
           - OverallThroughput: 1.07 MB/sec
           - PeakMemoryUsage: 5.33 KB (5456)
           - SerializeBatchTime: 14.463us
           - ThriftTransmitTime(*): 106.735us
           - UncompressedRowBatchSize: 39.00 B (39)
        HDFS_SCAN_NODE (id=8):(Total: 5.973ms, non-child: 5.973ms, % non-child: 100.00%)
          Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/2.17 KB 
          Hdfs Read Thread Concurrency Bucket: 0:0% 1:0% 2:0% 3:0% 
          File Formats: PARQUET/SNAPPY:2 
          ExecOption: Codegen enabled: 0 out of 1
           - AverageHdfsReadThreadConcurrency: 0.00 
           - AverageScannerThreadConcurrency: 0.00 
           - BytesRead: 2.64 KB (2701)
           - BytesReadDataNodeCache: 0
           - BytesReadLocal: 2.64 KB (2701)
           - BytesReadRemoteUnexpected: 0
           - BytesReadShortCircuit: 2.64 KB (2701)
           - DecompressionTime: 2.974us
           - MaxCompressedTextFileLength: 0
           - NumColumns: 2 (2)
           - NumDisksAccessed: 1 (1)
           - NumScannerThreadsStarted: 1 (1)
           - PeakMemoryUsage: 50.00 KB (51200)
           - PerReadThreadRawHdfsThroughput: 56.30 MB/sec
           - RemoteScanRanges: 0 (0)
           - RowsRead: 25 (25)
           - RowsReturned: 1 (1)
           - RowsReturnedRate: 167.00 /sec
           - ScanRangesComplete: 1 (1)
           - ScannerThreadsInvoluntaryContextSwitches: 0 (0)
           - ScannerThreadsTotalWallClockTime: 5.755ms
             - MaterializeTupleTime(*): 15.601us
             - ScannerThreadsSysTime: 0ns
             - ScannerThreadsUserTime: 0ns
           - ScannerThreadsVoluntaryContextSwitches: 9 (9)
           - TotalRawHdfsReadTime(*): 45.749us
           - TotalReadThroughput: 0.00 /sec
    Fragment F01:
      Instance 5c41375904f5716e:6575b782a90c57a4 (host=40dfc5751fde:22001):(Total: 15.188ms, non-child: 551.760us, % non-child: 3.63%)
        Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/888.89 KB 
         - AverageThreadTokens: 0.00 
         - PeakMemoryUsage: 417.63 KB (427656)
         - PerHostPeakMemUsage: 585.63 KB (599688)
         - PrepareTime: 33.357us
         - RowsProduced: 10.00K (10000)
         - TotalCpuTime: 23.285ms
         - TotalNetworkReceiveTime: 0ns
         - TotalNetworkSendTime: 712.690us
         - TotalStorageWaitTime: 5.552ms
        DataStreamSender (dst_id=14):(Total: 1.123ms, non-child: 1.123ms, % non-child: 100.00%)
           - BytesSent: 111.27 KB (113941)
           - NetworkThroughput(*): 92.13 MB/sec
           - OverallThroughput: 96.76 MB/sec
           - PeakMemoryUsage: 8.00 KB (8192)
           - SerializeBatchTime: 474.489us
           - ThriftTransmitTime(*): 1.179ms
           - UncompressedRowBatchSize: 195.35 KB (200040)
        HDFS_SCAN_NODE (id=7):(Total: 13.514ms, non-child: 13.514ms, % non-child: 100.00%)
          Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/888.89 KB 
          Hdfs Read Thread Concurrency Bucket: 0:0% 1:0% 2:0% 3:0% 
          File Formats: PARQUET/SNAPPY:2 
          ExecOption: Codegen enabled: 0 out of 1
           - AverageHdfsReadThreadConcurrency: 0.00 
           - AverageScannerThreadConcurrency: 0.00 
           - BytesRead: 162.54 KB (166444)
           - BytesReadDataNodeCache: 0
           - BytesReadLocal: 162.54 KB (166444)
           - BytesReadRemoteUnexpected: 0
           - BytesReadShortCircuit: 162.54 KB (166444)
           - DecompressionTime: 7.670us
           - MaxCompressedTextFileLength: 0
           - NumColumns: 2 (2)
           - NumDisksAccessed: 1 (1)
           - NumScannerThreadsStarted: 1 (1)
           - PeakMemoryUsage: 401.63 KB (411272)
           - PerReadThreadRawHdfsThroughput: 1.87 GB/sec
           - RemoteScanRanges: 0 (0)
           - RowsRead: 10.00K (10000)
           - RowsReturned: 10.00K (10000)
           - RowsReturnedRate: 739.96 K/sec
           - ScanRangesComplete: 1 (1)
           - ScannerThreadsInvoluntaryContextSwitches: 20 (20)
           - ScannerThreadsTotalWallClockTime: 13.939ms
             - MaterializeTupleTime(*): 5.396ms
             - ScannerThreadsSysTime: 0ns
             - ScannerThreadsUserTime: 1.0ms
           - ScannerThreadsVoluntaryContextSwitches: 8 (8)
           - TotalRawHdfsReadTime(*): 82.875us
           - TotalReadThroughput: 0.00 /sec

